Ticker,Name
SANTASPN,SANTARAM SPINNERS LTD.
ROSELABS,ROSELABS FINANCE LTD.
CHARMS,CHARMS INDUSTRIES LTD.
IDEAOPT,IDEAL OPTICS LTD.
ZYDUSWELL,ZYDUS WELLNESS LTD.-$
AUROCOK,AUROMA COKE LTD.
IRISMEDIA,IRIS MEDIAWORKS LTD.
MILESTONE,MILESTONE GLOBAL LTD.
JAIHINDPRO,JAIHIND PROJECTS LTD.
BERVINL,BERVIN INVESTMENT &amp; LEASING LTD.
GUJINV,GUJARAT INVESTA LTD.
CONCOR,CONTAINER CORPORATION OF INDIA LTD.
EASTRED,EASTERN TREADS LTD.
PANACEABIO,PANACEA BIOTEC LTD.
PEETISEC,PEETI SECURITIES LTD.
MERMETL,MERCURY METALS LTD.
CHOICEIN,CHOICE INTERNATIONAL LTD.
SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LTD.
GOLECHA,GOLECHHA GLOBAL FINANCE LTD.
KARURKCP,KARUR K.C.P.PACKKAGINGS LTD.
AQUAPIV,Aqua Pumps Infra Ventures Limited
DOLLEX,DOLLEX INDUSTRIES LTD.
SPARCSYS,SPARC SYSTEMS LTD.
THEBYKE,THE BYKE HOSPITALITY LTD.
CSURGSU,CENTENIAL SURGICAL SUTURE LTD.
ARIHANT,ARIHANT FOUNDATIONS &amp; HOUSING LTD.-$
HASTIFIN,HASTI FINANCE LTD.
UPSURGE,UPSURGE INVESTMENT &amp; FINANCE LTD.
ASFLORA,ASIAN FLORA LTD.
PADAMCO,PADAM COTTON YARNS LTD.
WOMENNET,WOMEN NETWORKS LTD.
POLYCON,POLYCON INTERNATIONAL LTD.
SOURCENTRL,SOURCE NATURAL FOODS &amp; HERBAL SUPPL LTD.
ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.
LWSKNIT,LWS KNITWEAR LTD.
ZICOM,ZICOM ELECTRONIC SECURITY SYSTEMS LTD.-$
ANSINDUS,ANS Industries Ltd
ALCHCORP,ALCHEMIST CORPORATION LTD.
GUJFOIL,GUJARAT FOILS LTD.
TUNITEX,TUNI TEXTILE MILLS LTD.
RADIXIND,Radix Industries (India) Limited
KIRANPR,KIRAN PRINT-PACK LTD.
NARPROP,NARENDRA PROPERTIES LTD.
MEGACOR,MEGA CORPORATION LTD.
BMBMUMG,BMB MUSIC &amp; MAGNETICS LTD.
TNPL,TAMIL NADU NEWSPRINT &amp; PAPERS LTD.
ADVENT,ADVENT COMPUTER SERVICES LTD.
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$
SYTIXSE,SYSTEMATIX SECURITIES LTD.
SUNGOLD,SUNGOLD CAPITAL LTD.
SAFFRON,Saffron Industries Limited
PWASML,Prakash Woollen &amp; Synthetic Mills Ltd
GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.
VARDHMAN,Vardhman Concrete Limited
ROCKONENT,Rockon Enterprises Ltd
GRMOVER,GRM OVERSEAS LTD.
NCCFIN,NCC FINANCE LTD.
MOHITIND,MOHIT INDUSTRIES LTD.-$
POLYLINK,POLYLINK POLYMERS (INDIA) LTD.
MINAXI,MINAXI TEXTILES LTD.
CONTICON,CONTINENTAL CONTROLS LTD.
GBLINFRA,Global Infratech &amp; Finance limited
NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.
ARNAVCORP,ARNAV CORPORATION LTD.
DUKEOFS,DUKE OFFSHORE LTD.
CYBELEIND,CYBELE INDUSTRIES LTD.
GLOBAL,GLOBAL LAND MASTERS CORPORATION LTD.
FILME,FILMCITY MEDIA LTD.
CGVAK,CG-VAK SOFTWARE &amp; EXPORTS LTD.
NAVBLDR,NAVKAR BUILDERS LTD.
BLUECOAST,BLUE COAST HOTELS LTD.
OMKAR,OMKAR OVERSEAS LTD.
MADHUCON,MADHUCON PROJECTS LTD.-$
SYBLY,SYBLY INDUSTRIES LTD.-$
RAJESHEXPO,RAJESH EXPORTS LTD.
ESARIND,ESAAR (INDIA) LTD.
MARIS,MARIS SPINNERS LTD.-$
INDERGR,INDERGIRI FINANCE LTD.
SKRABUL,SHUKRA BULLIONS LTD.
EVEREADY,EVEREADY INDUSTRIES INDIA LTD.
STEP2COR,STEP TWO CORPORATION LTD.
MAHANIN,MAHAN INDUSTRIES LTD.
VIKASGRAN,VIKAS GRANARIES LTD.
ANKUSHFI,ANKUSH FINSTOCK LTD.
DESHRAK,DESH RAKSHAK AUSHDHALAYA LTD.
RASOYPR,RASOYA PROTEINS LTD.
ICSA,ICSA (INDIA) LTD.-$
ACESOFT,ACE SOFTWARE EXPORTS LTD.-$
HATSUN,HATSUN AGRO PRODUCT LTD.
ECOM,E.COM INFOTECH (I) LTD.
RISHDIGA,RISHABH DIGHA STEEL &amp; ALLIED PRODUCTS LTD.-$
MAINFRA,MARUTI INFRASTRUCTURE LTD.
AVONLIFE,Avon Lifesciences Ltd-$
JINDWORLD,JINDAL WORLDWIDE LTD.
TIRIN,TIRUPATI INDUSTRIES (INDIA) LTD.
SOMANYCERA,SOMANY CERAMICS LTD.
JHACC,JHAVERI CREDITS &amp; CAPITAL LTD.
RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.
ARIAC,ARIHANT AVENUES &amp; CREDIT LTD.
CORALFINAC,CORAL INDIA FINANCE &amp; HOUSING LTD.
AMITSEC,AMIT SECURITIES LTD.
AROMAENT,AROMA ENTERPRISES (INDIA) LTD.
PUSHPIN,PUSHPSONS INDUSTRIES LTD.
INDOPACIFIC,Indo Pacific Projects Ltd
ASHUTPM,ASHUTOSH PAPER MILLS LTD.
SANJIVIN,SANJIVANI PARANTERAL LTD.
VASINFRA,VAS INFRASTRUCTURE LTD.
KMFBLDR,KMF BUILDERS &amp; DEVELOPERS LTD.
ALKADIA,ALKA DIAMOND INDUSTRIES LTD.
BERYLSE,BERYL SECURITIES LTD.
RAP,RAP MEDIA LTD.
DEVINE,DEVINE IMPEX LTD.
BILPOWER,BILPOWER LTD.
BAMPSL,BAMPSL SECURITIES LTD.
INCON,INCON ENGINEERS LTD.
CGCL,Capri Global Capital Limited
NIMBUSFOO,NIMBUS FOODS INDUSTRIES LTD.
FDC,FDC LTD.
GOGIACAP,Gogia Capital Services Limited
KOFFBREAK,KOFFEE BREAK PICTURES LTD.
GORANIN,GORANI INDUSTRIES LTD.
KGPETRO,KG PETROCHEM LTD.
AADHAARVEN,AADHAAR VENTURES INDIA LTD.
KGNIND,KGN INDUSTRIES LTD.
MAL,Meyer Apparel Ltd
STARCOM,Starcom Information Technology Ltd
CENTERAC,CENTERAC TECHNOLOGIES LTD.
COUNCODOS,COUNTRY CONDO'S LTD.
OROSMITHS,OROSIL SMITHS INDIA LTD.-$
STERSPN,STERLING SPINNERS LTD.
LINCOPH,LINCOLN PHARMACEUTICALS LTD.
SILVOAK,SILVER OAK (INDIA) LTD.
SURAJLTD,SURAJ LTD.-$
SICL,Suvidha Infraestate Corporation Limited
MARICO,MARICO LTD.
TOKYOFIN,TOKYO FINANCE LTD.
MAHAVIRIND,Mahavir Industries Limited
VAXHS,VAX HOUSING FINANCE CORPORATION LTD.
NATGENI,NATIONAL GENERAL INDUSTRIES LTD.
THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.
TRIJAL,TRIJAL INDUSTRIES LTD.
TSL,TSL INDUSTRIES LTD.
HITTCO,HITTCO TOOLS LTD.
YUVRAAJHPL,YUVRAAJ HYGIENE PRODUCTS LTD.
SHGOVTR,SHREE SURGOVIND TRADELINK LTD.
VISIONCO,VISION CORPORATION LTD.
BISIL,Bisil Plast Limited
INANISEC,INANI SECURITIES LTD.
ANKIN,ANKA INDIA LTD.
TRICOM,TRICOM INDIA LTD.-$
VAGHANI,VAGHANI TECHNO-BUILD LTD.
ARISINT,ARIS INTERNATIONAL LTD.
MAYUR,MAYUR LEATHER PRODUCTS LTD.
AMARDEE,AMRADEEP INDUSTRIES LTD.
CATECH,CAT TECHNOLOGIES LTD.
ADVIKLA,ADVIK LABORATORIES LTD.
KGL,KARUTURI GLOBAL LTD.
PRITHVISOF,PRITHVI SOFTECH LTD.
KHYATI,KHYATI MULTIMEDIA-ENTERTAINMENT LTD.
RAINBOWF,RAINBOW FOUNDATIONS LTD.
JAGPRO,Jagran Production Limited
SUPRDOM,SUPER DOMESTIC MACHINES LTD.
TRIBHSG,TRIBHUVAN HOUSING LTD.
TRILOGIC,TRILOGIC DIGITAL MEDIA LTD.
BLUCHIP,BLUECHIP STOCKSPIN LTD.
TRICOMFRU,Tricom Fruit Products Limited
VIDHIDYE,VIDHI DYESTUFFS MANUFACTURING LTD.-$
BHAGCHEM,BHAGIRADHA CHEMICALS &amp; INDUSTRIES LTD.
STAMPEDE,Stampede Capital Limited
HRBFLOR,HRB FLORICULTURE LTD.
PANCHSHEEL,PANCHSHEEL ORGANICS LTD.
MENNPIS,MENON PISTONS LTD.
PRISMFN,PRISM FINANCE LTD.
GREENCREST,Greencrest Financial Services Limited
SILICON,SILICON VALLEY INFOTECH LTD.
GENNEX,GENNEX LABORATORIES LTD.
HIRAUTO,HIRA AUTOMOBILES LTD.
GINISILK,GINI SILK MILLS LTD.-$
PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.
SUNTECHNO,SUN TECHNO OVERSEAS LTD.
GKCONS,G.K.CONSULTANTS LTD.
AMULEAS,AMULYA LEASING &amp; FINANCE LTD.
UNJHAFOR,UNJHA FORMULATIONS LTD.
POLYMED,POLY MEDICURE LTD.
PFLINFOTC,PFL INFOTECH LTD.
TOWASOK,TOWA SOKKI LTD.
CISTRO,CISTRO TELELINK LTD.
KACHCHH,KACHCHH MINERALS LTD.
KACL,Kaiser Corporation Limited
SAPANCHEM,SAPAN CHEMICALS LTD.
KCLINFRA,KCL Infra Projects Ltd
NOVAGOLD,NOVAGOLD PETRO-RESOURCES LTD.
ATULAUTO,ATUL AUTO LTD.-$
SCANPRO,SCAN PROJECTS LTD.
PRERINFRA,PRERNA INFRABUILD LTD.
METALCO,METAL COATINGS (INDIA) LTD.
SGNTE,SGN TELECOMS LTD.
GANGAPA,GANGA PAPERS INDIA LTD.
TIRSARJ,TIRUPATI SARJAN LTD.
PANORAMUNI,PANORAMIC UNIVERSAL LTD.
NUWAY,NUWAY ORGANIC NATURALS INDIA LTD.
MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.
RODIUM,Rodium Realty Limited
RCCEMEN,RCC CEMENTS LTD.
TODAYS,Todays Writing Instruments Ltd
UNISH,UNISYS SOFTWARES &amp; HOLDING INDUSTRIES LTD.
NAGTECH,NAGARJUNA AGRI TECH LTD.
IECEDU,IEC EDUCATION LTD.
INDUSFINL,Indus Finance Ltd
LAHOTIOV,LAHOTI OVERSEAS LTD.-$
ZENITHBIR,ZENITH BIRLA (INDIA) LTD.-$
TRINITYLEA,TRINITY LEAGUE INDIA LTD.
ASTAR,ASIAN STAR CO.LTD.-$
FUNWTRD,FUNWORLD &amp; TOURISM DEVELOPMENT LTD.
PRABHAVIN,PRABHAV INDUSTRIES LTD.
ORVENPR,ORIENTAL VENEER PRODUCTS LTD.
JOINDRE,JOINDRE CAPITAL SERVICES LTD.
BHARATAGRI,BHARAT AGRI FERT &amp; REALTY LTD.
UNITINT,UNITECH INTERNATIONAL LTD.
SACHEMT,SACHETA METALS LTD.
POPULARES,POPULAR ESTATE MANAGEMENT LTD.
ANJANIFIN,ANJANI FINANCE LTD.
PIONDIST,PIONEER DISTILLERIES LTD.
GMETCOAL,GUJARAT METALLIC COAL &amp; COKE LTD.-$
KWALITY,Kwality Limited
SVAINDIA,SVA INDIA LTD.
RAHME,RAHUL MERCHANDISING LTD.
REXNORD,REXNORD ELECTRONICS &amp; CONTROLS LTD.
INTECH,INTEGRATED TECHNOLOGIES LTD.
KHANDSE,KHANDWALA SECURITIES LTD.
SAWABUSI,SAWACA BUSINESS MACHINES LTD.
SANGUI,SANGUINE MEDIA LTD.
CCLINTER,CCL INTERNATIONAL LTD.
KARUNACAB,GLOBUS CORPORATION LTD.-$
SWAGRUHA,SWAGRUHA INFRASTRUCTURE LTD.
TOHELPH,TOHEAL PHARMACHEM LTD.
GALAGEX,GALAXY AGRICO EXPORTS LTD.
GOPAIST,GOPAL IRON &amp; STEELS CO.(GUJARAT) LTD.
TWINSTAR,Twinstar Industries Limited
HINDAPL,HINDUSTAN APPLIANCES LTD.
MUDITFN,MUDIT FINLEASE LTD.
AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.
DHAMPURE,DHAMPURE SPECIALITY SUGARS LTD.
SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.
GOLCA,GOLDEN CARPETS LTD.
INNOCORP,INNOCORP LTD.
SARTHAKIND,SARTHAK INDUSTRIES LTD.
SAICAPI,SAI CAPITAL LTD.
SUPREMETEX,SUPREME TEX MART LTD.
BLUECHIP,BLUE CHIP INDIA LTD.
SERVOTEC,SERVOTECH ENGINEERING INDUSTRIES LTD.
SUNITEE,SUNITEE CHEMICALS LTD.
VERTEX,VERTEX SECURITIES LTD.
RIBATEX,RIBA TEXTILES LTD.
SHREMETAL,SHREE METALLOYS LTD.
UNICRSE,UNIVERSAL CREDIT &amp; SECURITIES LTD.
IITLPROJ,IITL PROJECTS LIMITED
HARIGOV,HARI GOVIND INTERNATIONAL LTD.
TRIDETOOL,TRIDENT TOOLS LTD.
CHLOGIST,CHARTERED LOGISTICS LTD.
AMBIKCO,AMBIKA COTTON MILLS LTD.
HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$
SENINFO,Senthil Infotek Ltd
SPECFOOD,SPECTRUM FOODS LTD.
DECPO,DECCAN POLYPACKS LTD.
AMRAAGRI,AMRAWORLD AGRICO LTD.
AUTOPINS,AUTO PINS (INDIA) LTD.
ODYCORP,ODYSSEY CORPORATION LTD.
INDCTST,INDUCTO STEEL LTD.
SAMINDUS,SAM INDUSTRIES LTD.
SHVFL,SHREEVATSAA FINANCE &amp; LEASING LTD.
POOJAENT,POOJA ENTERTAINMENT AND FILMS LTD.
GRAVITY,GRAVITY (INDIA) LTD.-$
WELLESLEY,WELLESLEY CORPORATION LTD.
SENBO,SENBO INDUSTRIES LTD.
FILATFASH,FILATEX FASHIONS LTD.
RBGUPTA,R.B.GUPTA FINANCIALS LTD.
SOWBHAGYA,SOWBHAGYA MEDIA LTD.
SINDHUTRAD,Sindhu Trade Links Limited
JAINSTUDIO,JAIN STUDIOS LTD.
SAFALHBS,Safal Herbs Limited
UNISTRMU,UNISTAR MULTIMEDIA LTD.
EMMSONS,EMMSONS INTERNATIONAL LTD.-$
ZENOTECH,ZENOTECH LABORATORIES LTD.
HINDBIO,HINDUSTAN BIO SCIENCES LTD.
FRONTCORP,FRONTLINE CORPORATION LTD.
SWELECTES,Swelect Energy Systems Limited-$
WALLFORT,WALLFORT FINANCIAL SERVICES LTD.
KDDL,KDDL LTD.-$
ADIEXRE,ADINATH EXIM RESOURCES LTD.
ABHICAP,ABHINAV CAPITAL SERVICES LTD.
KILPEST,KILPEST INDIA LTD.
SUPRBPA,SUPERB PAPERS LTD.
INTERDIGI,INTERWORLD DIGITAL LTD.-$
MONNETIN,MONNET INDUSTRIES LTD.
KSERASERA,KSS Limited-$
SHKALYN,SHRI KALYAN HOLDINGS LTD.
VANDANA,VANDANA KNITWEAR LTD.
SAGARPROD,Sagar Productions Limited
MUKANDENGG,MUKAND ENGINEERS LTD.
INDOCITY,INDO-CITY INFOTECH LTD.-$
SBECSUG,SBEC SUGAR LTD.
MEGFI,MEGA FIN (INDIA) LTD.
REIAGROLTD,REI AGRO LTD.
BRIJLEAS,BRIJLAXMI LEASING &amp; FINANCE LTD.
AREALTY,ALCHEMIST REALTY LTD.
DENABANK,DENA BANK
BSELINFRA,BSEL INFRASTRUCTURE REALTY LTD.
RELIABVEN,RELIABLE VENTURES INDIA LTD.
MOBILTEL,MOBILE TELECOMMUNICATIONS LTD.
HEXAWARE,HEXAWARE TECHNOLOGIES LTD.
IFGLREFRAC,IFGL REFRACTORIES LTD.
BANKBARODA,BANK OF BARODA
GTEIT,G-TECH INFO-TRAINING LTD.
MOHITE,Mohite Industries Ltd
ANDHRACEMT,ANDHRA CEMENTS LTD.
WELCORP,Welspun Corp Limited
HOTLSILV,H.S.INDIA LTD.
BANKINDIA,BANK OF INDIA
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.
SUNSHINE,SUN AND SHINE WORLDWIDE LTD.
GAIL,GAIL (INDIA) LTD.
VAIBHAVGBL,Vaibhav Global Ltd
GUJSTATFIN,GUJARAT STATE FINANCIAL CORPORATION LTD.
JKPAPER,JK PAPER LTD.
SAREGAMA,SAREGAMA INDIA LTD.
MINOLTAF,MINOLTA FINANCE LTD.
ALKASEC,ALKA SECURITIES LTD.
OMKARPH,OMKAR PHARMACHEM LTD.
SPHEREGSL,Sphere Global Services Ltd.
CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.
ICICIBANK,ICICI BANK LTD.
CYIENT,Cyient Limited
ENGINERSIN,ENGINEERS INDIA LTD.
CORPBANK,CORPORATION BANK
DHANBANK,Dhanlaxmi Bank Limited
GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.
GAYATRI,GAYATRI SUGARS LTD.
INDUSINDBK,INDUSIND BANK LTD.
ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.
SBT,STATE BANK OF TRAVANCORE
MYSOREBANK,STATE BANK OF MYSORE
J&amp;KBANK,JAMMU &amp; KASHMIR BANK LTD.
CUB,CITY UNION BANK LTD.
ARCHIES,ARCHIES LTD.
AXISBANK,AXIS BANK LTD.
HBSTOCK,HB STOCKHOLDINGS LTD.
SIELFNS,SIEL FINANCIAL SERVICES LTD.
SOUTHBANK,SOUTH INDIAN BANK LTD.
ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.
SONATSOFTW,SONATA SOFTWARE LTD.
BENGALT,BENGAL TEA &amp; FABRICS LTD.
NATIONALUM,NATIONAL ALUMINIUM CO.LTD.
INDNIPPON,INDIA NIPPON ELECTRICALS LTD.
POLARIS,Polaris Consulting &amp; Services Limited
NSIL,NALWA SONS INVESTMENTS LTD.
APARINDS,APAR INDUSTRIES LTD.
TCIIND,TCI INDUSTRIES LTD.
ACCELYA,Accelya Kale Solutions Limitd
CYBERMAT,CYBERMATE INFOTEK LTD.
LANDMARC,LANDMARC LEISURE CORPORATION LTD.
SYNDIBANK,SYNDICATE BANK
HCLTECH,HCL TECHNOLOGIES LTD.
CASTEXTECH,Castex Technologies Ltd-$
TCFCFINQ,TCFC FINANCE LTD.
GEOJITBNPP,GEOJIT BNP PARIBAS FINANCIAL SERVICES LTD.
JINDALSTEL,JINDAL STEEL &amp; POWER LTD.
BLBLIMITED,BLB LTD.
SOFTTECHGR,SOFTWARE TECHNOLOGY GROUP INTERNATIONAL LTD.
GLENMARK,GLENMARK PHARMACEUTICALS LTD.
WOCKPHARMA,WOCKHARDT LTD.
TATACOFFEE,TATA COFFEE LTD.
KJMCCORP,KJMC Corporate Advisors (India) Ltd.
INDSWFTLAB,IND-SWIFT LABORATORIES LTD.
MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD.
GEPIL,GE Power India Ltd
SHREERAMA,SHREE RAMA MULTI-TECH LTD.
GEOMETRIC,GEOMETRIC LTD.
MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.
SKUMAR,S KUMARS.COM LTD.
GEMINI,GEMINI COMMUNICATION LTD.
VAARAD,Vaarad Ventures Ltd
CADILAHC,CADILA HEALTHCARE LTD.
SHIVACEM,SHIVA CEMENT LTD.
CINEVISTA,CINEVISTA LTD.
INTENTECH,INTENSE TECHNOLOGIES LTD.-$
DANLAW,DANLAW TECHNOLOGIES INDIA LTD.-$
BIOPAC,BIOPAC INDIA CORPORATION LTD.-$
AJANTPHARM,AJANTA PHARMA LTD.
CURATECH,CURA TECHNOLOGIES LTD.
HBPOR,HB PORTFOLIO LTD.
HBESD,HB ESTATE DEVELOPERS LTD.
BARONINF,BARON INFOTECH LTD.
COMPUSOFT,COMPUCOM SOFTWARE LTD.-$
OMNIAX,OMNI AXS SOFTWARE LTD.
IZMO,IZMO Limited-$
COMMEXTECH,Commex Technology Limited
TVSMOTOR,TVS MOTOR COMPANY LTD.
SOFTSOL,SOFTSOL INDIA LTD.
GATI,GATI LTD.
SUBEX,SUBEX LTD.
TCI,TRANSPORT CORPORATION OF INDIA LTD.
PADMALAYAT,PADMALAYA TELEFILMS LTD.
AKSHOPTFBR,AKSH OPTIFIBRE LTD.
VIRGOGLOB,Virgo Global Media Limited
PICTUREHS,PICTUREHOUSE MEDIA LTD.
TRIVENI,TRIVENI ENGINEERING &amp; INDUSTRIES LTD.
MUKTAARTS,MUKTA ARTS LTD.
HITKITGLO,HIT KIT GLOBAL SOLUTIONS LTD.
NAGPI,NAGPUR POWER &amp; INDUSTRIES LTD.
CYBERSC,CYBERSCAPE MULTIMEDIA LTD.
DSSL,DYNACONS SYSTEMS &amp; SOLUTIONS LTD.
PNBGILTS,PNB GILTS LTD.
KANIKAIN,KANIKA INFOTECH LTD.
LYCOS,Lycos Internet Limited
RAMCOIND,RAMCO INDUSTRIES LTD.
RAMCOSYS,RAMCO SYSTEMS LTD.
TTML,TATA TELESERVICES (MAHARASHTRA) LTD.
VIRINCHI,Virinchi Ltd
WEPSOLN,WEP SOLUTIONS LTD.
STRTECH,STERLITE TECHNOLOGIES LTD.
TIPSINDLTD,TIPS INDUSTRIES LTD.
MRO-TEK,MRO-TEK LTD.
UNIVARTS,UNIVERSAL ARTS LTD.
FIRSTOBJ,FIRSTOBJECT TECHNOLOGIES LTD.
BABA,BABA ARTS LTD.-$
BALAJITELE,BALAJI TELEFILMS LTD.
TYCHE,TYCHE INDUSTRIES LTD.
CALSOFT,CALIFORNIA SOFTWARE CO.LTD.
PNC,PRITISH NANDY COMMUNICATIONS LTD.
IOB,INDIAN OVERSEAS BANK
VALECHAENG,VALECHA ENGINEERING LTD.-$
TAJGVK,TAJGVK HOTELS &amp; RESORTS LTD.
OPTOCIRCUI,OPTO CIRCUITS (INDIA) LTD.
CREATIVEYE,CREATIVE EYE LTD.
AXISCADES,AXISCADES Engineering Technologies Ltd
ARMSPAPER,ARMS PAPER LTD.
UMESLTD,Usha Martin Education &amp; Solutions Limited
KPIT,KPIT Technologies Limited
VIJAYABANK,VIJAYA BANK
USGTECH,USG TECH SOLUTIONS LTD.
4THGEN,FOURTH GENERATION INFORMATION SYSTEMS LTD.
7TEC,SAVEN TECHNOLOGIES LTD.
AVANTEL,AVANTEL LTD.
MOSCHIP,MOSCHIP SEMICONDUCTOR TECHNOLOGY LTD.
MEGASOFT,MEGASOFT LTD.
TRANSCOR,TRANSCORP INTERNATIONAL LTD.
VISESHINFO,VISESH INFOTECNICS LTD.
CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.
IKFTECH,IKF TECHNOLOGIES LTD.
NEXTMEDIA,NEXT MEDIAWORKS LTD.
ANDHRABANK,ANDHRA BANK
SMARTLINK,SMARTLINK NETWORK SYSTEMS LTD.
GODREJCP,GODREJ CONSUMER PRODUCTS LTD.
GULCHEM,GULSHAN CHEMFILL LTD.
BFUTILITIE,BF UTILITIES LTD.-$
UNITDSPR,UNITED SPIRITS LTD.
SANINFRA,Sanmit Infra Limited
GOLDINFRA,GOLDSTONE INFRATECH LTD.
MPSLTD,MPS LTD.
RAINBOWDQ,RAINBOW DENIM LTD.
CERA,CERA SANITARYWARE LTD.
TSPIRITUAL,T.SPIRITUAL WORLD LTD.
BHARTIARTL,BHARTI AIRTEL LTD.
SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.
COMPUAGE,COMPUAGE INFOCOM LTD.
GULPOLY,GULSHAN POLYOLS LTD.
AUNDEIND,Aunde India Limited-$
PONNIERODE,PONNI SUGARS (ERODE) LTD.
PNB,PUNJAB NATIONAL BANK
OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.
HAZOOR,HAZOOR MULTI PROJECTS LTD.-$
KAMAHOLD,Kama Holdings Limited-$
MPFSL,MATHER &amp; PLATT FIRE SYSTEMS LTD.
APTECHT,APTECH LTD.
UNIONBANK,UNION BANK OF INDIA
UBL,UNITED BREWERIES LTD.-$
ISMTLTD,ISMT LTD.
ALBK,ALLAHABAD BANK
NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.
GRANULES,GRANULES INDIA LTD.-$
CANBK,CANARA BANK
BLIL,BALMER LAWRIE INVESTMENTS LTD.
POKARNA,POKARNA LTD.
DIVISLAB,DIVI'S LABORATORIES LTD.
ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.
RADICO,RADICO KHAITAN LTD.
SHRIRAMCIT,SHRIRAM CITY UNION FINANCE LTD.
MARUTI,MARUTI SUZUKI INDIA LTD.
RAJPALAYAM,RAJAPALAYAM MILLS LTD.-$
NAVINFLUOR,Navin Fluorine International Limited-$
UCOBANK,UCO BANK
BAGFILMS,B.A.G.FILMS &amp; MEDIA LTD.
JSL,JINDAL STAINLESS LTD.
SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$
EXCELCROP,EXCEL CROP CARE LTD.
TVSELECT,TVS ELECTRONICS LTD.
IGL,INDRAPRASTHA GAS LTD.
TVTODAY,TV TODAY NETWORK LTD.
FLORENCE,Florence Investech Limited-$
PALRED,Palred Technologies Limited
PETRONET,PETRONET LNG LTD.
BIOCON,BIOCON LTD.
PTC,PTC INDIA LTD.
MAHABANK,BANK OF MAHARASHTRA
DISHMAN,DISHMAN PHARMACEUTICALS &amp; CHEMICALS LTD.
RKFORGE,RAMKRISHNA FORGINGS LTD.
DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.
NDTV,NEW DELHI TELEVISION LTD.
STAR,Strides Shasun Ltd
JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.
ULTRACEMCO,ULTRATECH CEMENT LTD.
MINDAIND,MINDA INDUSTRIES LTD.-$
TCS,TATA CONSULTANCY SERVICES LTD.
NIITTECH,NIIT TECHNOLOGIES LTD.
GULFPETRO,GP Petroleums Limited
CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$
WELENT,Welspun Enterprises Ltd
NTPC,NTPC LTD.
SALSTEEL,S.A.L.STEEL LTD.
JBMA,JBM AUTO LTD.
BHARATIDIL,Bharati Defence and Infrastructure Ltd
DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.
INDOCO,INDOCO REMEDIES LTD.
MAXWELL,MAXWELL INDUSTRIES LTD.
IMPEXFERRO,IMPEX FERRO TECH LTD.
XCHANGING,XCHANGING SOLUTIONS LTD.
JETAIRWAYS,JET AIRWAYS (INDIA) LTD.
MORARJEE,MORARJEE TEXTILES LTD.
GDL,GATEWAY DISTRIPARKS LTD.
NRINTER,N.R.INTERNATIONAL LTD.
JINDALPHOT,JINDAL PHOTO LTD.
PONDYOXIDE,PONDY OXIDES &amp; CHEMICALS LTD.
JPPOWER,Jaiprakash Power Ventures Limited
3IINFOTECH,3I INFOTECH LTD.
MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.
GOKEX,GOKALDAS EXPORTS LTD.
ALLSEC,ALLSEC TECHNOLOGIES LTD.
IIFL,IIFL Holdings Limited
MANGALAM,MANGALAM DRUGS &amp; ORGANICS LTD.
SHOPERSTOP,SHOPPERS STOP LTD.
CYBERMEDIA,CYBER MEDIA (INDIA) LTD.
NDL,Nandan Denim Limited
JSWHL,JSW Holdings Limited
SGFL,SHREE GANESH FORGINGS LTD.
JKCEMENT,J.K.CEMENT LTD.
BEEYU,BEEYU OVERSEAS LTD.
UNIPLY,UNIPLY INDUSTRIES LTD.
PROVOGE,PROVOGUE (INDIA) LTD.
YESBANK,YES BANK LTD.
